03,09,17,21,26,32,01
02,10,12,18,24,33,15
05,06,15,16,19,26,06
01,02,07,15,21,31,16
04,08,14,25,28,32,16
04,11,19,20,24,28,12
01,04,08,17,25,33,01
03,13,18,20,27,28,05
06,07,13,23,28,29,09
02,06,08,11,12,25,02
06,12,15,18,29,32,10
02,09,12,16,25,27,06
08,11,13,18,25,30,15
01,02,05,06,10,29,16
07,17,25,27,30,31,09
05,08,11,13,15,25,05
01,08,20,22,24,28,01
05,09,10,20,22,26,07
01,22,24,25,29,33,15
01,08,11,15,17,25,01
05,10,15,18,20,28,10
01,08,18,24,29,30,16
04,07,08,13,17,18,10
01,03,12,24,26,27,01
04,15,18,25,29,32,15
02,04,08,20,23,24,07
08,12,15,17,22,33,16
02,06,08,15,26,29,16
01,08,09,19,21,31,11
07,17,23,24,27,32,02
06,09,14,17,20,33,09
04,11,16,20,22,29,10
04,09,18,21,25,26,06
01,06,12,22,23,26,08
03,04,17,24,27,30,06
01,03,08,16,29,33,07
10,16,18,21,24,26,01
07,12,21,23,24,28,03
09,11,16,17,25,27,14
03,05,07,27,31,32,10
09,10,19,28,32,33,06
03,13,19,27,28,30,02
06,13,16,20,22,24,16
01,06,10,15,25,31,14
07,08,09,16,23,26,01
05,06,15,23,27,30,12
01,08,16,17,25,30,10
05,21,28,29,30,31,08
01,08,12,13,24,27,08
02,10,14,18,20,30,03
02,20,21,22,23,31,12
01,08,13,14,27,31,02
02,03,09,24,26,27,05
08,10,13,14,16,23,16
08,11,12,14,18,22,02
01,03,09,11,17,23,12
02,08,14,20,21,24,09
01,12,14,29,31,32,15
05,09,12,13,15,22,14
02,10,17,18,19,29,15
01,16,20,23,27,31,02
06,08,22,23,30,31,01
05,13,14,17,20,26,01
08,13,23,27,31,33,07
12,14,20,22,24,32,11
03,13,18,20,23,28,13
01,07,10,14,21,25,01
01,03,21,22,31,32,07
02,07,08,17,30,32,12
08,14,25,26,30,31,11
02,06,10,17,23,24,03
11,13,15,20,31,33,03
02,04,16,19,22,26,12
01,08,15,18,22,27,09
01,09,11,12,18,30,10
01,04,11,17,19,29,12
05,11,12,19,25,32,05
01,02,03,08,13,32,07
02,03,13,19,20,23,08
01,06,08,12,14,25,06
03,22,24,27,28,30,14
01,02,19,23,27,29,10
04,17,23,27,28,32,03
07,21,22,26,28,30,11
01,06,10,26,27,28,02
01,06,08,10,23,33,02
03,10,13,20,21,32,15
11,12,21,23,27,32,05
02,03,04,13,20,29,01
03,09,21,23,27,31,05
04,10,19,22,28,33,04
03,06,11,20,31,32,10
03,05,13,19,25,29,12
12,19,24,25,30,32,11
08,17,21,23,25,32,12
01,06,07,11,13,16,01
03,16,19,21,24,26,06
06,13,14,28,29,30,08
09,10,11,18,19,21,10
06,11,13,22,25,32,12
08,10,11,12,25,29,09
08,18,21,28,29,33,08
05,07,13,24,25,28,04
03,06,10,16,25,31,05
01,05,14,16,17,22,03
01,03,06,12,16,32,12
03,04,15,25,26,30,13
02,04,05,08,19,22,12
04,05,07,10,13,25,11
07,16,26,27,29,31,14
02,09,11,22,24,27,11
01,02,18,29,31,32,02
02,09,16,17,19,25,04
05,06,14,22,24,26,09
02,10,22,24,26,27,06
11,28,29,30,32,33,02
01,03,06,11,12,23,11
02,08,10,12,30,33,16
01,04,16,21,23,28,06
01,03,07,14,26,28,02
01,02,03,16,18,23,12
02,08,13,14,25,33,10
07,08,14,22,24,30,07
07,08,12,15,22,26,08
01,09,13,21,24,32,06
05,07,13,15,18,30,14
14,22,27,28,30,33,14
03,05,07,13,14,18,05
03,05,06,08,17,18,14
01,12,13,16,23,28,07
14,22,26,27,28,31,04
03,06,07,23,30,33,13
07,17,18,27,29,32,13
01,07,12,14,18,25,16
06,07,08,20,21,25,10
03,04,19,21,27,28,05
06,08,10,16,25,30,14
04,06,07,16,19,20,04
01,03,16,18,22,29,04
06,12,15,22,29,32,10
06,08,10,18,22,32,16
03,09,16,20,22,33,15
03,05,11,15,26,33,11
01,05,10,17,18,29,12
05,09,11,17,23,28,10
07,11,15,19,20,24,13
02,13,21,28,29,31,09
04,05,11,18,22,33,12
01,05,15,17,27,29,02
04,07,14,26,32,33,14
08,12,14,15,17,21,01
01,04,14,22,30,33,01
01,03,14,19,30,33,16
03,05,12,15,28,33,06
05,09,13,18,20,32,01
04,14,15,21,23,30,07
16,23,25,26,32,33,05
02,03,07,12,13,30,11
06,07,16,17,24,25,07
05,08,15,16,26,32,01
02,11,12,14,15,16,04
03,05,06,10,19,23,15
06,07,08,22,26,27,12
03,04,22,23,28,30,10
09,13,20,22,25,28,14
07,14,16,27,29,32,01
02,04,06,10,25,30,09
01,02,08,12,16,30,16
06,07,10,12,15,21,05
12,16,25,26,27,31,05
05,09,15,21,26,31,13
05,17,21,25,27,32,14
02,09,13,15,19,24,03
03,05,11,12,31,32,11
04,12,20,25,28,29,16
06,07,18,24,30,32,09
02,04,07,14,15,25,15
04,10,13,15,19,30,14
05,06,07,14,25,28,01
04,10,17,28,32,33,02
07,08,20,23,28,29,05
01,02,15,18,20,29,04
02,08,10,16,27,30,15
20,22,26,29,30,32,16
06,11,17,20,23,24,09
03,05,07,08,14,31,10
01,02,05,10,19,24,14
02,11,17,27,30,33,11
08,09,18,20,25,29,09
03,14,15,20,23,30,02
07,13,24,26,28,32,14
01,26,27,31,32,33,03
08,09,14,28,31,33,15
03,16,22,25,26,33,14
01,11,20,31,32,33,01
02,06,07,14,18,31,08
03,08,11,14,25,29,04
07,09,14,20,23,30,14
02,03,07,11,19,32,04
04,07,11,15,16,17,02
06,11,13,20,28,32,06
11,12,13,18,23,32,11
04,08,12,17,20,30,03
04,09,11,20,32,33,13
02,08,12,18,24,28,04
11,15,18,21,27,29,02
04,05,06,25,29,30,03
01,11,13,25,32,33,06
02,09,16,21,30,31,13
05,07,12,14,15,20,13
01,09,14,16,28,32,16
09,18,19,25,28,31,06
01,13,15,17,20,30,05
05,10,16,19,23,28,13
09,16,17,18,22,27,14
01,03,12,20,21,29,04
04,05,23,26,31,32,06
01,02,09,10,21,31,10
03,05,12,18,21,23,02
06,11,18,20,25,30,05
04,10,16,23,28,30,05
02,15,19,24,31,32,04
08,12,20,22,30,33,02
01,02,14,23,28,29,15
02,05,11,26,30,32,16
10,19,20,21,23,32,10
10,11,13,16,19,30,03
07,13,17,26,32,33,04
03,07,13,23,27,30,11
05,08,10,15,23,26,09
05,07,10,14,17,25,11
04,09,10,18,29,32,08
03,04,18,22,24,29,11
16,17,23,26,31,32,11
07,12,18,19,22,28,04
09,11,15,19,21,30,08
06,10,13,16,21,23,07
13,21,24,29,30,32,04
09,12,14,20,30,31,06
03,07,11,15,17,31,01
06,08,11,15,21,22,16
16,20,21,26,29,30,09
03,04,06,23,30,32,01
11,14,16,18,26,30,01
04,09,10,15,18,26,07
08,16,22,23,27,30,11
01,08,23,26,28,33,08
04,07,10,20,26,30,12
05,12,14,15,21,27,03
12,13,15,23,28,32,05
02,06,15,18,20,31,03
06,09,18,23,32,33,07
06,15,21,26,29,31,05
09,12,18,21,22,26,07
07,08,13,14,29,30,06
09,11,12,19,27,32,06
01,02,03,15,30,33,01
08,14,24,26,28,32,07
12,13,15,22,23,29,13
03,06,12,15,23,26,10
02,07,11,16,27,32,06
11,15,17,18,20,30,16
10,20,22,23,26,33,11
01,03,17,23,30,33,12
01,06,07,15,24,30,08
05,08,09,10,11,18,08
01,04,05,17,24,27,09
03,05,07,10,19,23,13
06,17,19,20,26,27,04
02,05,06,19,27,30,15
06,14,15,19,25,26,08
02,07,13,16,20,33,03
02,04,06,15,17,32,05
03,06,09,14,15,18,02
04,08,09,21,26,27,09
05,11,14,17,18,28,01
02,04,13,14,18,23,15
03,10,17,19,20,24,02
08,15,21,30,31,33,02
04,15,16,22,32,33,02
01,05,12,23,25,26,15
06,12,18,20,26,33,02
01,03,08,15,17,21,13
03,11,13,17,28,31,03
02,03,06,15,25,30,02
10,14,17,25,29,33,14
04,21,23,24,30,31,04
02,05,07,21,22,26,08
01,04,18,21,24,30,16
01,04,06,22,26,30,08
06,08,10,14,17,19,06
04,19,22,24,29,32,02
10,14,22,28,29,33,02
03,05,09,22,26,28,09
07,08,14,22,26,33,02
07,08,17,19,31,32,10
07,13,18,22,26,29,02
02,05,10,27,29,33,15
12,17,18,19,26,27,06
05,06,10,13,17,28,15
03,13,20,25,29,33,15
07,14,16,29,30,31,14
08,09,19,23,25,26,07
07,14,19,23,25,32,04
01,04,24,28,29,33,09
05,09,10,12,18,28,02
05,14,15,16,19,21,15
10,15,19,20,28,32,02
08,11,16,19,24,26,11
09,13,16,25,27,33,08
02,12,15,18,22,32,08
01,12,18,28,30,32,06
01,03,18,24,25,32,15
01,05,19,20,27,33,05
05,08,19,22,27,30,13
04,11,12,14,20,30,13
10,11,12,15,26,29,09
01,07,10,13,21,22,03
10,11,15,16,25,29,02
02,08,11,14,19,26,15
02,22,23,27,31,32,06
10,11,22,24,26,33,02
05,07,09,15,24,29,07
04,09,16,27,31,33,01
03,05,07,10,14,33,07
03,07,21,22,24,29,14
02,12,13,14,17,18,06
04,09,20,24,25,31,14
06,09,10,12,17,22,09
05,13,14,19,22,23,06
17,18,21,25,31,32,06
10,16,22,23,29,31,02
04,07,09,16,21,28,10
09,10,15,17,23,30,12
06,13,18,22,27,32,04
14,19,25,27,29,30,15
05,17,19,27,28,32,02
03,06,08,17,24,31,01
01,12,16,18,22,33,04
03,07,12,21,25,32,05
09,17,21,26,28,30,04
08,14,17,21,27,28,14
10,15,16,22,23,24,07
06,07,10,11,15,30,01
03,06,08,09,16,17,13
06,08,12,24,27,31,14
03,08,14,21,28,29,03
01,04,15,16,23,28,14
04,10,12,16,26,28,07
01,03,18,27,28,30,05
03,12,14,23,31,32,10
02,07,14,18,19,24,01
03,06,11,16,22,27,11
01,06,08,16,17,23,05
01,07,26,29,30,31,06
04,05,10,26,27,30,12
01,04,12,20,24,29,15
04,07,13,20,29,30,16
07,08,09,18,29,32,09
04,08,10,12,21,26,09
02,12,13,18,25,31,04
04,14,22,25,29,32,14
03,04,05,10,20,32,09
06,13,16,26,30,33,01
04,12,22,26,30,33,09
02,05,07,11,13,18,11
01,08,14,18,22,30,03
01,11,15,19,20,24,09
01,09,13,22,28,33,08
01,05,10,18,22,30,09
01,06,21,26,27,28,09
05,06,12,15,18,33,13
05,08,17,20,26,30,10
05,07,17,23,27,29,07
10,11,15,19,26,33,13
07,12,21,22,29,30,08
05,13,15,19,30,31,05
01,02,07,09,12,18,12
05,09,11,14,16,17,15
06,08,13,17,24,27,15
01,02,05,12,26,31,06
06,07,08,17,30,32,03
02,06,15,29,31,32,16
01,12,21,27,29,31,11
19,20,21,26,28,30,08
08,13,22,23,25,30,07
11,16,19,23,26,31,04
02,06,16,17,20,25,07
06,12,19,20,21,27,04
02,10,17,23,29,31,10
01,04,08,10,13,33,11
01,11,19,24,26,27,03
03,10,12,13,19,25,04
11,18,21,27,30,32,01
09,12,13,14,20,22,10
15,16,18,24,28,33,15
01,10,13,21,29,32,04
05,07,09,20,26,29,09
03,10,16,22,27,33,14
03,04,09,11,12,24,01
08,11,20,22,23,27,04
06,13,22,25,27,28,09
01,07,10,13,22,29,01
03,09,10,11,15,19,13
01,12,22,24,28,31,06
02,06,13,18,23,28,16
07,11,14,17,18,29,16
03,05,09,11,21,29,09
12,17,18,30,31,33,04
05,14,16,21,23,28,13
03,06,11,15,21,31,13
06,15,18,19,20,28,11
01,09,14,22,29,32,12
01,13,21,26,29,32,10
15,18,19,23,24,26,13
05,17,19,27,29,32,03
08,16,17,18,19,21,14
11,20,21,26,28,30,13
08,16,18,25,26,32,02
12,18,20,24,28,32,05
09,12,19,20,26,28,15
03,10,13,15,28,30,03
02,09,11,17,27,31,05
02,05,06,23,26,33,13
02,05,07,17,20,22,02
03,12,14,21,29,33,13
06,08,11,16,29,33,03
03,09,11,17,21,31,14
02,08,15,16,22,28,10
03,04,05,16,20,30,13
02,14,17,21,30,32,03
03,08,11,17,21,27,09
09,21,29,30,31,32,16
02,15,16,23,26,27,07
01,13,17,22,23,30,11
01,14,16,18,22,27,14
03,05,15,22,24,25,15
04,08,22,23,27,29,08
06,08,11,13,17,19,12
03,04,18,22,25,29,09
02,04,07,09,14,29,03
01,04,19,20,25,31,15
11,17,21,29,30,33,08
01,06,10,11,23,25,02
03,05,11,13,19,24,05
01,17,19,22,28,30,03
03,09,16,17,23,28,07
03,07,18,24,26,27,04
04,18,22,24,26,30,09
08,09,11,12,25,31,11
08,14,23,25,28,32,16
01,06,22,23,24,26,04
11,20,25,26,27,30,08
02,03,04,06,17,31,08
01,05,16,21,22,26,11
06,10,12,14,16,22,06
02,03,15,17,19,25,16
03,07,08,18,20,22,03
01,02,18,21,25,29,14
01,11,16,26,31,33,16
01,04,10,13,18,25,15
03,06,07,11,13,33,10
01,09,16,21,22,23,05
03,05,07,16,22,27,05
03,05,09,11,27,31,04
05,07,20,21,22,30,08
09,10,19,21,27,31,05
06,09,13,16,24,28,11
09,10,19,23,26,31,09
03,05,18,20,27,33,01
03,07,13,16,19,32,16
01,13,15,23,28,32,02
04,07,19,24,26,32,09
03,10,21,22,27,28,06
06,07,11,12,18,25,01
03,08,11,13,25,31,12
04,10,16,18,25,32,15
03,07,09,10,26,32,01
03,05,07,11,17,27,13
01,05,10,16,20,26,02
05,12,15,24,27,33,05
04,18,23,25,26,31,10
07,11,14,16,25,32,11
02,09,10,12,13,17,11
02,04,07,15,24,28,03
01,04,07,08,13,14,04
03,07,12,13,20,33,02
02,08,09,18,24,28,10
12,18,21,24,25,29,08
02,07,10,17,23,29,14
02,08,12,14,20,32,04
07,09,25,27,30,32,01
04,06,08,18,20,33,11
15,16,18,21,22,30,14
08,18,27,29,30,32,06
03,04,14,27,31,33,05
02,03,05,11,19,20,12
04,08,13,18,26,30,11
09,10,20,22,30,32,08
01,06,08,18,29,32,07
03,05,18,19,24,32,02
05,10,13,15,19,29,02
14,18,22,23,24,33,09
02,11,17,30,31,32,07
05,11,13,27,30,31,02
03,07,08,15,19,28,03
02,04,10,28,29,33,06
01,03,04,05,08,21,09
05,08,14,22,27,29,16
02,12,17,19,29,30,12
06,10,12,14,20,27,10
11,14,18,20,21,26,05
05,15,17,18,25,32,15
09,14,15,19,24,33,13
01,08,16,18,19,29,04
03,04,14,20,21,25,14
04,06,07,23,25,32,01
06,08,14,21,28,29,02
06,12,15,16,20,31,02
13,16,17,22,30,32,03
08,13,15,25,27,28,03
05,09,11,19,28,31,02
02,04,08,13,14,33,16
01,06,14,21,30,31,09
06,08,15,17,18,30,12
03,04,11,12,14,32,12
11,18,19,22,23,28,01
06,11,13,17,21,23,11
05,11,16,24,32,33,08
04,07,19,21,25,31,07
02,06,09,16,21,23,16
10,15,17,24,26,28,12
08,17,20,29,30,33,09
01,06,07,11,20,23,05
01,02,08,16,19,29,05
01,03,04,06,07,29,14
07,08,10,13,25,27,07
05,11,18,19,20,21,09
14,17,21,29,31,32,12
02,06,11,22,28,29,02
01,03,16,18,23,28,05
10,13,16,17,18,27,11
02,03,07,08,26,29,07
03,14,16,26,27,33,13
01,05,08,13,18,25,02
04,14,18,19,31,33,02
02,11,12,15,17,28,12
02,04,16,18,23,30,06
02,06,07,09,19,26,14
01,12,18,21,28,30,10
09,13,20,21,24,32,08
03,08,10,11,14,30,05
03,13,16,19,32,33,08
01,03,09,11,26,31,12
13,14,15,19,24,30,10
06,07,19,24,27,29,01
03,11,14,19,21,30,05
10,11,16,23,31,33,16
03,14,21,23,30,31,10
01,04,08,12,29,31,06
02,09,12,14,23,25,16
03,04,11,17,18,28,09
04,08,16,24,30,32,16
04,06,10,12,19,31,01
03,16,21,22,27,30,04
06,08,09,11,19,21,10
03,08,13,20,29,30,11
02,03,09,22,24,27,11
01,04,14,16,26,29,10
03,16,18,22,23,26,03
08,09,17,25,27,32,06
03,07,13,17,32,33,02
02,04,07,10,18,27,10
03,06,09,11,25,31,13
05,10,16,20,28,31,14
04,11,16,23,29,31,14
01,12,18,20,21,26,11
05,09,10,24,25,32,14
01,18,20,22,26,33,05
03,04,08,18,22,30,15
01,13,16,20,24,26,09
05,15,18,27,29,32,05
03,05,07,21,26,28,04
03,10,15,25,28,33,16
03,08,14,17,30,32,05
02,04,14,15,25,27,15
01,04,05,18,19,25,10
04,12,15,17,22,32,14
06,10,14,22,26,27,11
01,05,06,16,24,30,12
03,07,10,13,25,33,10
05,09,11,12,22,27,15
05,06,14,20,21,22,01
02,04,09,10,20,26,14
07,14,18,20,30,33,13
01,07,11,20,30,33,10
01,14,20,25,27,31,15
01,03,04,06,16,22,08
08,09,12,18,25,27,12
02,03,05,11,15,32,15
04,08,12,13,23,29,01
01,04,15,17,27,31,01
03,09,13,23,28,30,05
02,07,23,26,28,31,07
04,10,13,16,22,29,06
01,15,20,29,31,32,08
10,16,19,22,26,27,16
16,18,22,23,25,31,11
01,08,11,18,19,23,05
07,08,14,21,23,25,05
04,09,11,17,18,26,08
10,14,17,21,27,31,09
11,15,17,21,22,24,05
04,19,21,22,23,31,04
10,13,18,26,28,30,12
04,06,20,25,29,31,03
06,14,22,26,30,33,01
03,04,09,22,26,33,01
01,12,21,22,30,32,02
09,14,18,22,27,29,12
04,15,21,30,31,33,05
03,04,11,17,19,30,01
02,08,13,16,24,33,09
15,19,23,30,32,33,06
12,13,14,18,31,32,13
02,03,20,25,28,32,06
04,05,06,08,22,24,03
03,04,06,27,31,33,06
06,08,14,15,24,33,09
01,02,14,20,27,30,02
01,03,07,08,10,30,05
06,14,20,22,23,26,09
05,16,21,22,32,33,09
01,10,20,26,28,29,15
08,10,14,20,27,29,16
05,14,17,18,28,33,02
04,09,13,15,31,33,11
01,08,11,16,17,22,15
09,12,14,18,27,33,13
01,05,17,18,23,26,13
02,06,08,20,24,30,09
01,06,08,13,17,30,07
02,12,14,19,28,33,10
05,12,14,15,20,31,01
03,07,22,27,28,31,11
12,14,15,25,28,31,06
01,04,13,19,20,24,11
09,12,20,26,27,28,16
01,11,18,26,30,32,03
09,12,18,23,24,27,05
06,07,10,11,18,23,16
11,14,15,20,26,27,12
01,05,09,13,18,33,14
01,03,17,20,21,29,16
15,16,17,18,24,33,13
02,12,16,18,19,23,05
02,08,11,16,20,21,14
07,08,12,21,22,24,07
02,11,15,20,23,29,11
01,13,16,18,19,22,01
03,11,20,24,25,26,01
04,05,08,09,12,30,05
04,06,10,24,26,31,06
02,06,18,21,24,25,08
01,12,17,21,25,28,12
07,09,18,19,26,29,10
03,13,15,23,28,29,09
14,16,18,21,22,32,04
15,17,20,22,26,29,09
06,11,13,17,20,32,08
03,05,17,22,31,33,12
08,09,12,13,19,33,09
04,10,17,21,29,32,14
10,21,22,23,25,33,11
01,03,15,19,25,33,04
05,13,16,18,27,29,12
02,03,05,20,21,24,08
05,11,12,19,29,31,01
02,03,11,13,20,27,02
05,16,20,22,29,30,08
03,07,10,14,30,33,10
07,08,11,16,17,24,13
06,08,11,18,30,33,05
04,08,17,28,29,30,13
03,12,14,21,24,28,11
04,05,15,21,23,24,08
18,22,23,24,26,30,01
05,13,17,19,25,30,11
05,15,19,23,30,32,14
05,10,15,17,27,29,11
01,12,22,23,24,25,14
03,04,17,18,21,31,08
11,13,15,21,23,25,08
04,05,28,29,31,33,11
03,05,07,10,28,30,04
01,11,17,27,28,31,02
11,24,26,27,30,32,03
02,06,07,17,27,30,16
02,06,12,15,25,31,07
06,10,12,13,17,20,03
09,13,19,25,29,32,12
02,17,20,22,28,32,03
13,18,23,29,31,32,08
06,07,10,14,20,21,04
02,10,18,21,30,31,05
05,12,13,16,23,32,03
03,16,23,26,28,31,11
03,10,16,18,21,28,04
15,22,25,26,28,33,03
16,19,22,28,31,32,03
02,14,17,19,22,30,10
02,12,23,24,25,32,14
04,07,10,16,17,21,09
03,09,13,21,27,29,13
02,10,15,16,17,33,13
15,20,22,23,27,31,06
05,18,20,24,26,31,09
03,10,12,16,31,32,14
08,13,15,17,20,32,14
03,04,07,09,14,19,08
05,07,14,16,17,27,04
06,08,11,14,16,27,15
01,02,18,22,29,32,03
03,04,17,19,24,32,05
02,07,09,11,21,27,06
04,13,14,19,23,28,08
02,03,04,13,16,27,13
01,02,05,20,21,22,09
05,09,21,23,26,29,06
04,06,13,22,26,32,07
01,13,14,17,24,26,05
03,04,08,31,32,33,02
01,07,13,17,23,30,16
02,03,09,15,29,32,03
06,14,26,29,32,33,07
01,05,06,12,16,21,11
09,11,13,27,31,33,10
05,07,08,14,27,31,11
04,06,12,19,27,29,08
05,06,08,20,26,30,06
03,05,09,18,28,32,16
04,16,18,27,32,33,07
08,21,22,23,26,32,14
03,19,20,24,26,27,11
04,08,17,27,28,31,07
02,04,05,06,16,20,12
07,13,16,21,26,28,09
01,12,15,19,21,28,03
04,05,07,21,26,29,01
01,05,12,14,21,27,03
04,11,12,13,19,30,05
03,07,10,14,18,20,02
11,16,21,23,25,32,07
03,15,17,23,24,29,13
06,07,15,27,28,30,10
07,11,19,20,24,28,02
03,07,08,17,20,28,15
01,08,14,15,19,27,09
03,10,15,17,20,32,08
07,10,12,17,22,29,05
03,05,08,12,16,19,15
04,06,07,08,12,17,07
02,07,20,23,32,33,10
03,05,06,11,20,22,13
03,09,15,23,25,33,12
05,14,16,18,25,27,13
01,05,13,15,21,25,11
04,13,14,18,26,30,01
01,07,14,16,18,25,11
02,04,10,18,27,29,15
02,07,10,11,12,24,03
03,05,09,15,20,25,16
05,10,14,20,27,33,03
02,04,14,23,29,33,15
04,06,11,14,23,25,12
02,08,13,19,25,26,09
06,14,18,28,31,32,03
05,06,10,19,31,33,11
11,12,13,17,18,25,07
01,04,07,14,30,32,09
01,07,20,25,31,32,12
01,06,13,18,30,32,14
01,07,11,18,20,22,02
04,09,12,15,26,31,16
06,17,22,27,28,32,03
04,06,08,14,15,30,10
03,12,18,23,30,33,02
06,07,10,15,21,27,06
15,18,20,22,26,27,03
04,12,22,28,29,30,16
03,07,15,16,19,29,09
07,10,16,19,24,25,09
03,05,13,15,17,31,04
03,10,12,24,29,30,06
09,10,20,24,25,26,11
01,11,13,24,26,31,13
04,15,23,30,32,33,03
02,04,21,23,30,33,09
04,07,16,18,23,30,07
02,05,06,14,24,31,12
09,16,19,21,22,24,12
02,04,09,14,16,31,03
10,13,16,22,24,31,09
12,15,19,22,31,33,01
05,10,23,27,28,30,15
04,05,17,18,26,33,04
09,12,18,21,28,29,05
03,05,09,23,27,33,03
04,06,17,23,25,29,14
08,13,19,26,28,31,10
01,11,12,15,26,27,13
01,09,21,25,29,32,03
05,19,20,23,26,31,12
01,03,07,18,20,24,07
08,09,15,16,23,26,08
07,11,12,24,27,29,12
08,09,13,14,20,22,12
01,02,07,15,19,20,03
03,05,09,14,16,30,13
01,07,11,14,19,20,12
02,04,10,12,26,30,03
01,12,14,26,27,32,16
03,09,20,24,25,28,05
03,11,15,20,26,32,11
08,17,22,24,32,33,16
04,09,11,22,25,28,13
11,13,14,16,18,31,14
06,09,18,20,26,29,09
01,06,08,09,18,20,01
06,10,19,20,24,33,11
04,08,12,14,16,22,10
03,04,08,14,16,26,04
07,09,21,24,31,33,12
01,08,10,13,25,33,13
03,12,16,20,21,26,16
02,04,10,11,25,28,05
12,16,17,21,22,23,16
10,18,23,27,30,32,08
02,11,13,18,22,30,04
02,07,11,12,20,23,07
05,09,14,21,23,24,01
09,12,21,25,31,33,13
07,11,14,18,24,29,07
04,06,10,21,25,26,10
05,06,10,15,30,31,13
12,17,19,27,29,31,09
05,20,22,30,32,33,09
05,13,17,18,21,29,14
04,07,10,14,27,29,09
01,02,14,17,30,32,01
03,06,14,19,20,21,02
02,09,12,20,26,32,13
02,03,08,10,25,27,12
06,07,08,10,16,28,02
02,03,05,07,08,27,15
09,16,18,20,22,24,05
01,07,10,15,18,20,10
01,06,16,17,18,22,09
04,05,06,07,08,32,05
11,16,21,26,27,30,15
02,11,16,23,24,29,03
01,12,21,24,30,32,13
02,16,18,19,21,29,09
04,07,11,20,27,28,16
07,12,14,22,24,32,16
12,19,20,21,26,31,15
12,16,21,28,29,30,14
05,17,18,25,28,32,09
07,08,12,14,19,20,07
05,15,19,20,25,29,03
04,10,16,20,23,32,07
01,05,09,14,22,28,05
02,14,21,22,27,30,14
04,09,22,25,26,32,10
01,03,04,06,21,32,15
06,12,14,20,25,26,07
01,07,10,11,13,32,07
05,09,14,27,31,32,13
10,15,19,20,21,25,12
08,10,12,21,32,33,04
02,06,24,26,30,31,16
14,16,19,20,25,29,05
06,11,12,13,19,22,08
01,03,06,22,23,25,06
02,06,10,25,27,31,03
01,05,06,12,16,30,15
04,08,09,16,17,29,15
13,19,21,23,30,32,05
07,08,16,19,20,24,06
02,03,06,16,22,31,05
09,11,13,15,22,30,15
08,10,11,18,25,26,01
02,17,22,27,29,31,14
11,19,22,27,32,33,11
07,15,17,20,23,33,15
02,04,05,15,21,31,16
05,09,20,26,28,33,15
01,04,08,09,22,23,03
09,12,15,19,22,31,16
06,09,20,26,28,33,14
01,07,08,23,27,28,14
03,11,14,22,24,31,15
07,13,16,18,30,32,10
07,08,18,21,27,32,10
06,09,18,20,25,33,06
03,04,07,12,30,31,15
01,03,07,14,24,25,07
01,03,05,08,14,33,03
02,16,20,30,31,33,01
01,06,09,17,21,22,01
